,name
1089,erased charcoal sign
1090,bicuspid heart valve
1091,polyarteritis nodosa
1092,fracture dislocation
1093,melanotic schwannoma
1094,appendiceal mucocele
1095,respiratory disorder
1096,meconium peritonitis
1097,anterior sulcus sign
1098,papillary ependymoma
1099,hot air balloon sign
1100,kidney crescent sign
1101,spina bifida occulta
1102,tanycytic ependymoma
1103,cookie cutter lesion
1104,persistent loop sign
1105,tumor in portal vein
1106,direct skin invasion
1107,intramuscular lipoma
1108,salt-and-pepper sign
1109,chondroradionecrosis
1110,head and neck cancer
1111,collateral vein sign
1112,Lung-RADS assessment
1113,soft-tissue rim sign
1114,pear-shaped bladder
1115,cobblestone pattern
1116,carotid string sign
1117,central hypodensity
1118,rhabdoid meningioma
1119,twinkling star sign
1120,diffuse enhancement
1121,arterial dissection
1122,imaging observation
1123,floating aorta sign
1124,juxtaarticular cyst
1125,herbicide poisoning
1126,acoustic schwannoma
1127,encapsulated margin
1128,traumatic synovitis
1129,mucosal stripe sign
1130,mosaic architecture
1131,odontoameloblastoma
1132,cystic angiomatosis
1133,pin-track infection
1134,displaced substance
1135,pituitary carcinoma
1136,psoriatic arthritis
1137,Freiberg infraction
1138,tubular small bowel
1139,nodular hyperplasia
1140,meningoencephalitis
1141,chest wall invasion
1142,spinnaker sail sign
1143,mechanical disorder
1144,spindle cell lipoma
1145,double contour sign
1146,integument disorder
1147,greenstick fracture
1148,Desault dislocation
1149,tumor in renal vein
1150,myxoid fibrosarcoma
1151,new-diagnosis tumor
1152,peripheral fat sign
1153,widened suture sign
1154,colovesical fistula
1155,floating tooth sign
1156,comminuted fracture
1157,enhancement pattern
1158,pockets-of-gas sign
1159,pericardial disease
1160,microscopic colitis
1161,comet-tail artifact
1162,halo sign of breast
1163,pulmonary arteritis
1164,stack of coins sign
1165,condensing osteitis
1166,spondyloarthropathy
1167,angiomyoliposarcoma
1168,orbital pseudotumor
1169,rim sign of adrenal
1170,regenerative nodule
1171,absent bow tie sign
1172,diaphyseal fracture
1173,depression fracture
1174,tubular artery sign
1175,large cell lymphoma
1176,chiari malformation
1177,bacterial infection
1178,destruction pattern
1179,mesenteric ischemia
1180,target sign of lung
1181,pathologic fracture
1182,double outline sign
1183,portal hypertension
1184,intermediate margin
1185,medullary carcinoma
1186,posterior scleritis
1187,round calcification
1188,blade-of-grass sign
1189,cerebellar disorder
1190,cellular ependymoma
1191,radiation enteritis
1192,soft tissue density
1193,ependymoastrocytoma
1194,amyloid arthropathy
1195,notched ureter sign
1196,lymphangitic spread
1197,fibrovascular polyp
1198,focal proliferation
1199,membranous cyclitis
1200,upper triangle sign
1201,panacinar emphysema
1202,fungal microabscess
1203,ice cream cone sign
1204,adenoid hyperplasia
1205,glycogen deposition
1206,acinar cell adenoma
1207,hepatic fat sparing
1208,hyperparathyroidism
1209,incarcerated hernia
1210,retrosternal stripe
1211,gliomatosis cerebri
1212,subglottal stenosis
1213,undistorted vessels
1214,discal displacement
1215,teat and udder sign
1216,microcalcifications
1217,periosteal reaction
1218,embryonal carcinoma
1219,mural calcification
1220,nephrogenic adenoma
1221,intersubstance tear
1222,ring stricture sign
1223,nodular heterotopia
1224,rugger jersey spine
1225,entrapment syndrome
1226,subthreshold lesion
1227,venous malformation
1228,swan neck deformity
1229,intestinal disorder
1230,blind loop syndrome
1231,sinking pellet sign
1232,hematogenous spread
1233,diffuse prostatitis
1234,central enhancement
1235,uninhibited bladder
1236,tennis racquet sign
1237,Mullerian duct cyst
1238,air esophagram sign
1239,focal dominant mass
1240,disease progression
1241,aspiration of lipid
1242,pleomorphic adenoma
1243,iatrogenic disorder
1244,paraduodenal hernia
1245,parallel track sign
1246,squamous metaplasia
1247,metanephric adenoma
1248,central neurocytoma
1249,macrocalcifications
1250,exudative retinitis
1251,growth acceleration
1252,right-to-left shunt
1253,Chilaiditi syndrome
1254,crowded carpal sign
1255,left-to-right shunt
1256,sentinel lines sign
1257,ivory vertebra sign
1258,hyperflexion injury
1259,strangulated hernia
1260,homogeneous washout
1261,progressive disease
1262,feeding vessel sign
1263,cracked walnut sign
1264,right heart failure
1265,track sign of femur
1266,deficiency disorder
1267,epithelial neoplasm
1268,tram track rib sign
1269,acute kyphosis sign
1270,transomental hernia
1271,rounded atelectasis
1272,congenital disorder
1273,atypical meningioma
1274,racemose hemangioma
1275,wagging tongue sign
1276,cerebral herniation
1277,indrawn pleura sign
1278,tetralogy of Fallot
1279,intersigmoid hernia
1280,lipomatous neoplasm
1281,transverse myelitis
1282,aspiration of water
1283,chordoid meningioma
1284,infective arthritis
1285,salivary gland cyst
1286,mottled enhancement
1287,axillary adenopathy
1288,cellular schwannoma
1289,Scheuermann disease
1290,marginal osteophyte
1291,displaced crus sign
1292,osteochondromatosis
1293,choroid plexus cyst
1294,congenital stenosis
1295,pseudocalculus sign
1296,pseudotumor cerebri
1297,centripetal fill-in
1298,clumped enhancement
1299,intraosseous lipoma
1300,malignant melanoma
1301,silicone synovitis
1302,Seurat spleen sign
1303,subcapsular C sign
1304,spotted nephrogram
1305,Kashin-Bek disease
1306,clear cell sarcoma
1307,physiologic repair
1308,Jefferson fracture
1309,fibrous meningioma
1310,chest abdomen sign
1311,linear enhancement
1312,double condom sign
1313,sail sign of chest
1314,axillary mass sign
1315,drooping lily sign
1316,hemangiopericytoma
1317,ivory phalanx sign
1318,penetrating injury
1319,Riedel thyroiditis
1320,one-two-three sign
1321,crystal deposition
1322,germ cell neoplasm
1323,linear atelectasis
1324,sedimentation sign
1325,atrophic gastritis
1326,cholangiocarcinoma
1327,biliary dyskinesia
1328,bucket-handle tear
1329,rim sign of pelvis
1330,Monteggia fracture
1331,antral bowing sign
1332,neural tube defect
1333,sail sign of elbow
1334,basilar meningitis
1335,halo sign of heart
1336,Binswanger disease
1337,granulation tissue
1338,gonadal dysgenesis
1339,loop-to-loop colon
1340,moon crescent sign
1341,BI-RADS assessment
1342,actionable finding
1343,straight line sign
1344,reflux esophagitis
1345,closed loop hernia
1346,myxoid liposarcoma
1347,pulsatile tinnitus
1348,Mallory-Weiss tear
1349,rectal dysfunction
1350,growth retardation
1351,fickle finger sign
1352,pleural retraction
1353,medial stripe sign
1354,Mercedes Benz sign
1355,ulcerative colitis
1356,peri-implant fluid
1357,spine degeneration
1358,puff-of-smoke sign
1359,reflux nephropathy
1360,double bubble sign
1361,sandwich vertebrae
1362,multiple sclerosis
1363,pleomorphic lipoma
1364,Takayasu arteritis
1365,ovarian vein varix
1366,Milwaukee shoulder
1367,avascular necrosis
1368,Brailsford disease
1369,moth-eaten pattern
1370,pigment deposition
1371,metastatic disease
1372,amyloid angiopathy
1373,pulmonary embolism
1374,participating tail
1375,triple bubble sign
1376,hydronephrotic rim
1377,perfusion disorder
1378,renal hypertension
1379,LI-RADS assessment
1380,hepatic angle sign
1381,mental retardation
1382,target enhancement
1383,injury due to burn
1384,myomatous neoplasm
1385,inducible ischemia
1386,subtalar coalition
1387,endometrial cancer
1388,amyloid deposition
1389,semi-consolidation
1390,anteater nose sign
1391,retinal detachment
1392,communicating cyst
1393,Playboy bunny sign
1394,hyperplastic polyp
1395,optic nerve drusen
1396,cartilage disorder
1397,hilum overlay sign
1398,urogenital finding
1399,Shmoo-shaped heart
1400,beaded septum sign
1401,abuts hepatic vein
1402,sickle cell anemia
1403,arthritis mutilans
1404,unicornuate uterus
1405,ductal enhancement
1406,central osteophyte
1407,hot cross bun sign
1408,subphrenic abscess
1409,non-enhancing mass
1410,cystadenocarcinoma
1411,vertebral fracture
1412,skeletal dysplasia
1413,washout appearance
1414,skin calcification
1415,bulging tumor sign
1416,lesion enhancement
1417,stunned myocardium
1418,temporal arteritis
1419,squamous papilloma
1420,papillary necrosis
1421,Cowper syringocele
1422,neonatal hepatitis
1423,gloved finger sign
1424,airway abnormality
1425,Cupid bow vertebra
1426,tumbling bolt sign
1427,cholangiohepatitis
1428,negative pyelogram
1429,medullomyoblastoma
1430,single bubble sign
1431,Malgaigne fracture
1432,improper placement
1433,chauffeur fracture
1434,keratosis obturans
1435,lollipop-tree sign
1436,splenic hemorrhage
1437,wall sign of ovary
1438,tumoral calcinosis
1439,halo sign of liver
1440,ureteritis cystica
1441,serous cystadenoma
1442,striped colon sign
1443,odontogenic myxoma
1444,trolley-track sign
1445,Madelung deformity
1446,detrusor areflexia
1447,true tumor capsule
1448,medulloepithelioma
1449,leafless tree sign
1450,hyperbilirubinemia
1451,infective discitis
1452,drowned hilus sign
1453,reversed halo sign
1454,malignant neoplasm
1455,pulmonary blastoma
1456,autoimmune disease
1457,neoplastic disease
1458,periosteal desmoid
1459,aortic nipple sign
1460,corona enhancement
1461,magnification sign
1462,capsule appearance
1463,tie-breaking rules
1464,mass in or on skin
1465,little finger sign
1466,intralobular lines
1467,rim sign of kidney
1468,ring sign of colon
1469,muscular disorder
1470,Huntington chorea
1471,air crescent sign
1472,inspiratory depth
1473,neuropathic joint
1474,fetal abnormality
1475,aortic dissection
1476,discogenic change
1477,fusiform aneurysm
1478,neurofibromatosis
1479,CT arrowhead sign
1480,double track sign
1481,medial calcinosis
1482,nipple retraction
1483,sagging rope sign
1484,juxtaphrenic peak
1485,bullous emphysema
1486,cardiac tamponade
1487,venous hemangioma
1488,motor dysfunction
1489,Mauclaire disease
1490,vacuum facet sign
1491,hibernating heart
1492,Bouveret syndrome
1493,dense vessel sign
1494,synovial neoplasm
1495,shoulder pad sign
1496,ectopic pregnancy
1497,beaten brass sign
1498,testicular cancer
1499,myocardial bridge
1500,stent malposition
1501,Rathke cleft cyst
1502,compound odontoma
1503,narrow transition
1504,caustic gastritis
1505,reticular pattern
1506,halo sign of lung
1507,venous thrombosis
1508,chondrocalcinosis
1509,colon cutoff sign
1510,draped aorta sign
1511,urethral stenosis
1512,lucent liver sign
1513,subdural hematoma
1514,pneumopericardium
1515,cardiac blur sign
1516,Maffucci syndrome
1517,ossifying fibroma
1518,flexion deformity
1519,pleural placquing
1520,pancreatoblastoma
1521,Galeazzi fracture
1522,polyethylene wear
1523,staghorn calculus
1524,mixed liposarcoma
1525,oligodendroglioma
1526,polycythemia vera
1527,displaced anatomy
1528,spondylolisthesis
1529,Tay-Sachs disease
1530,whiskering effect
1531,celery stalk sign
1532,Terry Thomas sign
1533,Friedreich ataxia
1534,perineural spread
1535,lobar dysmorphism
1536,ring of fire sign
1537,incisional hernia
1538,Parkinson disease
1539,carcinoma in situ
1540,gastric carcinoma
1541,widened loop sign
1542,floppy thumb sign
1543,dysplastic nodule
1544,lipoblastomatosis
1545,Piedmont fracture
1546,septal thickening
1547,pituitary adenoma
1548,bag-of-worms sign
1549,diversion colitis
1550,cholesterol polyp
1551,pancreatic cancer
1552,stercoral colitis
1553,metabolic disease
1554,Medusa locks sign
1555,Castleman disease
1556,pine cone bladder
1557,epidural hematoma
1558,vascular disorder
1559,saccular aneurysm
1560,lesion brightness
1561,Friedrich disease
1562,rheumatic disease
1563,depth inspiration
1564,pulmonary disease
1565,absent liver sign
1566,CT angiogram sign
1567,hematocrit effect
1568,craniopharyngioma
1569,disorder of spine
1570,immature teratoma
1571,radial bands sign
1572,wall sign of lung
1573,pseudokidney sign
1574,thyroid acropachy
1575,Gartner duct cyst
1576,indistinct margin
1577,relapsing leaflet
1578,Semitic nose sign
1579,esophageal cancer
1580,fibrous dysplasia
1581,ischemic penumbra
1582,ruptured aneurysm
1583,Hampton hump sign
1584,Cockayne Syndrome
1585,restricted motion
1586,black pleura sign
1587,flank stripe sign
1588,bone-in-bone sign
1589,twisted tape sign
1590,focal enhancement
1591,vacuum phenomenon
1592,lesser sac hernia
1593,Throckmorton sign
1594,luminal narrowing
1595,shaggy heart sign
1596,Rigler notch sign
1597,starry night sign
1598,pneumomediastinum
1599,rhombencephalitis
1600,extrapleural sign
1601,split pleura sign
1602,focal prostatitis
1603,systolic jet sign
1604,ureteral calculus
1605,abuts portal vein
1606,odontogenic tumor
1607,meniscal fragment
1608,disorder of brain
1609,embryonal sarcoma
1610,lymphangiomatosis
1611,colorectal cancer
1612,hydropneumothorax
1613,lucent cleft sign
1614,hydatidiform mole
1615,avulsion fracture
1616,encephalomyelitis
1617,shunt dysfunction
1618,pulmonary process
1619,ground-glass sign
1620,erosive gastritis
1621,pressure disorder
1622,rheumatoid nodule
1623,Alzheimer disease
1624,Hofmeister defect
1625,teardrop fracture
1626,fracture malunion
1627,aplasia of vermis
1628,rotation disorder
1629,crazy-paving sign
1630,cavernous angioma
1631,adenomatous polyp
1632,spiculated margin
1633,rim calcification
1634,pseudo-rheumatoid
1635,clover-leaf skull
1636,Shepherd fracture
1637,fracture nonunion
1638,fluid-fluid level
1639,Bankart deformity
1640,bronchopneumonia
1641,backwash ileitis
1642,pruned tree sign
1643,hair-on-end sign
1644,cotton wool sign
1645,Peyronie disease
1646,Rieter arthritis
1647,smoke inhalation
1648,pseudotumor sign
1649,organ point sign
1650,hemolytic anemia
1651,homogeneous fade
1652,Madelung disease
1653,Tillaux fracture
1654,complex odontoma
1655,hysterogram sign
1656,bicornate uterus
1657,perirenal P sign
1658,speech pathology
1659,rice kernel sign
1660,pneumoperitoneum
1661,choledochal cyst
1662,giant cell tumor
1663,high-grade tumor
1664,mycotic aneurysm
1665,Hodgkin lymphoma
1666,double-line sign
1667,encephalomalacia
1668,pheochromocytoma
1669,small orbit sign
1670,uterus didelphys
1671,sigmoid volvulus
1672,microgallbladder
1673,cord compression
1674,hardware failure
1675,AIDS cholangitis
1676,pyelitis cystica
1677,strawberry skull
1678,siderotic nodule
1679,lymphangiectasis
1680,choroid plexitis
1681,fibromyxosarcoma
1682,horseshoe kidney
1683,abrupt interface
1684,sign of the cane
1685,pubic varus sign
1686,maternal rubella
1687,multiple myeloma
1688,Cowper duct cyst
1689,valgus deformity
1690,bladder ear sign
1691,satellite nodule
1692,vertebral fusion
1693,global asymmetry
1694,parrot beak tear
1695,sphingolipidosis
1696,ischemic colitis
1697,loss of lordosis
1698,coiled tube sign
1699,Bennett fracture
1700,angel wings sign
1701,tree-in-bud sign
1702,wandering spleen
1703,lipohemarthrosis
1704,Meniere syndrome
1705,dumping syndrome
1706,Morquio syndrome
1707,pseudo-arthritis
1708,tarsal coalition
1709,trapped air sign
1710,Andersson lesion
1711,turret exostosis
1712,uncal herniation
1713,tumor track sign
1714,duplication cyst
1715,hitchhiker thumb
1716,umbilical hernia
1717,Rolando fracture
1718,petrous apicitis
1719,suture granuloma
1720,pharyngeal pouch
1721,coffee bean sign
1722,dentigerous cyst
1723,simple bone cyst
1724,pulmonary nodule
1725,butterfly shadow
1726,craniosynostosis
1727,third mogul sign
1728,bowel dyskinesia
1729,thrombophlebitis
1730,pyloric tit sign
1731,cystitis cystica
1732,pleural effusion
1733,leontiasis ossea
1734,cartilage defect
1735,islet cell tumor
1736,antral gastritis
1737,lobulated margin
1738,Medusa head sign
1739,band heterotopia
1740,perirenal cobweb
1741,disc height loss
1742,small heart sign
1743,B6 bronchus sign
1744,toddler fracture
1745,double duct sign
1746,mesothelial cyst
1747,bone bruise sign
1748,irregular margin
1749,multiple lesions
1750,perinephric cyst
1751,perianal fistula
1752,vasoconstriction
1753,pectus carinatum
1754,resting ischemia
1755,deep sulcus sign
1756,chondroid lipoma
1757,reverse rim sign
1758,ependymoblastoma
1759,direct extension
1760,applecore lesion
1761,bladder disorder
1762,Pelken spur sign
1763,hangman fracture
1764,Kawasaki disease
1765,pectus excavatum
1766,double bleb sign
1767,demineralization
1768,hemangioblastoma
1769,perfusion defect
1770,Seymour fracture
1771,complicated cyst
1772,vascular disease
1773,hormone disorder
1774,chondrodysplasia
1775,parosteal lipoma
1776,subcapsular line
1777,sunburst pattern
1778,trough line sign
1779,four-tendon sign
1780,dialysis fistula
1781,rabbit ears sign
1782,parenchymal band
1783,internal nodules
1784,oligoastrocytoma
1785,Kienbock disease
1786,double cava sign
1787,bladder calculus
1788,neurenteric cyst
1789,Dietrich disease
1790,nodule-in-nodule
1791,arteriosclerosis
1792,enchondromatosis
1793,lymphangiectasia
1794,Moyamoya disease
1795,naked facet sign
1796,fatigue fracture
1797,empty delta sign
1798,Van Neck disease
1799,disc dessication
1800,Spigelian hernia
1801,thymic wave sign
1802,hyperenhancement
1803,clear space sign
1804,pericecal hernia
1805,tacked-down sign
1806,odontogenic cyst
1807,obturator hernia
1808,bronchiolectasis
1809,pyloric stenosis
1810,delayed emptying
1811,starch synovitis
1812,moth-eaten calyx
1813,airspace disease
1814,lesion periphery
1815,synovial sarcoma
1816,anastomotic leak
1817,Theimann disease
1818,rhabdomyosarcoma
1819,somatostatinoma
1820,Luftsichel sign
1821,barium embolism
1822,thick wall sign
1823,focal asymmetry
1824,Preiser disease
1825,anterolisthesis
1826,Fleischner line
1827,cystic nephroma
1828,splenic rupture
1829,cathartic colon
1830,headcheese sign
1831,pachymeningitis
1832,Indinavir stone
1833,lingual thyroid
1834,uric acid stone
1835,fixator problem
1836,growth disorder
1837,osteochondrosis
1838,villous adenoma
1839,pseudo-fracture
1840,carcinoid tumor
1841,kidney disorder
1842,waterfall hilum
1843,leiomyoblastoma
1844,intussusception
1845,cervical fusion
1846,scotty dog sign
1847,thromboembolism
1848,infection stone
1849,Malemud disease
1850,white line sign
1851,chisel fracture
1852,fishhook ureter
1853,septic bursitis
1854,faceless kidney
1855,low-grade tumor
1856,varus deformity
1857,fibromyxolipoma
1858,cystic fibrosis
1859,dermatomyositis
1860,cardiac disease
1861,flat waist sign
1862,sawtooth ureter
1863,lesion focality
1864,T-cell lymphoma
1865,mosaic oligemia
1866,Pierson disease
1867,wide transition
1868,Grisel syndrome
1869,disc herniation
1870,pipestem ureter
1871,Naclerio V sign
1872,milk of calcium
1873,nodular pattern
1874,distinctive rim
1875,Ebstein anomaly
1876,bare orbit sign
1877,blister of bone
1878,medulloblastoma
1879,enlarged spleen
1880,mucosal erosion
1881,Barton fracture
1882,dextroscoliosis
1883,rim enhancement
1884,applesauce sign
1885,stepladder sign
1886,solitary lesion
1887,air-fluid level
1888,viral pneumonia
1889,tubular adenoma
1890,bowler hat sign
1891,atypical lipoma
1892,renal halo sign
1893,closed fracture
1894,hemochromatosis
1895,Gaucher disease
1896,hemangiomatosis
1897,hemangiosarcoma
1898,rotation injury
1899,air bronchogram
1900,cardiac process
1901,cholesterolosis
1902,silhouette sign
1903,steatohepatitis
1904,septic embolism
1905,ocular hypotony
1906,lesion boundary
1907,inverted U sign
1908,Segond fracture
1909,Terson syndrome
1910,stress fracture
1911,Chance fracture
1912,Reiter syndrome
1913,gallstone ileus
1914,nodular density
1915,Westermark sign
1916,osteochondritis
1917,cervical cancer
1918,Ahlbäck disease
1919,tissue embolism
1920,light bulb sign
1921,atherosclerosis
1922,Whipple disease
1923,phalangeal sign
1924,cobra head sign
1925,ependymal tumor
1926,choriocarcinoma
1927,solid carcinoma
1928,adenomyomatosis
1929,rigid loop sign
1930,vertebral plana
1931,V sign of chest
1932,pulmonary sling
1933,chondroblastoma
1934,phyllodes tumor
1935,pulmonary edema
1936,neuroglial cyst
1937,Kocher fracture
1938,ram's horn sign
1939,parchment heart
1940,Type IV fistula
1941,antral pad sign
1942,leptomeningitis
1943,wasp waist sign
1944,lymphadenopathy
1945,hypoenhancement
1946,bowing fracture
1947,inguinal hernia
1948,triangular sign
1949,Schwannomatosis
1950,crossed ectopia
1951,caustic colitis
1952,saddle embolism
1953,fluid-air level
1954,inverted V sign
1955,systolic doming
1956,dural tail sign
1957,miliary pattern
1958,presbyesophagus
1959,skin retraction
1960,snake head sign
1961,onion skin sign
1962,thimble bladder
1963,perineural cyst
1964,nipple invasion
1965,Hurler syndrome
1966,pleural disease
1967,sharp edge sign
1968,water lily sign
1969,skin thickening
1970,Mount Fuji sign
1971,acute pathology
1972,viral infection
1973,vallecular sign
1974,osteoid osteoma
1975,Deuel halo sign
1976,acorn deformity
1977,Buchman disease
1978,hyperthyroidism
1979,tripod fracture
1980,prostate cancer
1981,toothpaste sign
1982,choanal atresia
1983,obscured margin
1984,disc protrusion
1985,molar pregnancy
1986,saber shin sign
1987,metacarpal sign
1988,entering airway
1989,cementoblastoma
1990,air fluid level
1991,mature teratoma
1992,Colles fracture
1993,perineal hernia
1994,Codman triangle
1995,aortic stenosis
1996,spinal stenosis
1997,parapelvic cyst
1998,comet tail sign
1999,gastroenteritis
2000,hypoventilation
2001,hydrops fetalis
2002,talar beak sign
2003,candy cane sign
2004,retention cyst
2005,calcifications
2006,Blount disease
2007,berry aneurysm
2008,spaghetti sign
2009,gout arthritis
2010,femoral hernia
2011,retinoblastoma
2012,hyperexpansion
2013,airway ectasia
2014,microlithiasis
2015,Nabothian cyst
2016,celiac disease
2017,angiodysplasia
2018,twin peak sign
2019,ectopic kidney
2020,osteosclerosis
2021,obturator sign
2022,optic neuritis
2023,Richter hernia
2024,Caffey disease
2025,sciatic hernia
2026,irregular mass
2027,Köhler disease
2028,yolk sac tumor
2029,angiomyolipoma
2030,nonuniform rim
2031,retrolisthesis
2032,xanthine stone
2033,hyperkeratosis
2034,pseudoaneurysm
2035,Rancke complex
2036,carcinofibroma
2037,reverse 5 sign
2038,whirlpool sign
2039,flat tire sign
2040,Panner disease
2041,reverse 3 sign
2042,liver disorder
2043,hepatoblastoma
2044,block vertebra
2045,bronchiectasis
2046,gastric cancer
2047,fatty neoplasm
2048,overtubulation
2049,fibrous plaque
2050,Smith fracture
2051,carcinomatosis
2052,cystic disease
2053,lead pipe sign
2054,sialolithiasis
2055,phthisis bulbi
2056,arachnoid cyst
2057,adenocarcinoma
2058,melorheostosis
2059,Kerley A lines
2060,accordian sign
2061,renal agenesis
2062,Kerley B lines
2063,lead poisoning
2064,ankle fracture
2065,Kerley C lines
2066,arrowhead sign
2067,renal calculus
2068,interface sign
2069,jet phenomenon
2070,disc extrusion
2071,torus fracture
2072,loss of height
2073,osteoarthritis
2074,ganglioneuroma
2075,curvature sign
2076,ovarian cancer
2077,march fracture
2078,nodular shadow
2079,leiomyosarcoma
2080,active disease
2081,joint disorder
2082,nipple changes
2083,nipple shadows
2084,disease spread
2085,polymicrogyria
2086,Iselin disease
2087,histoplasmosis
2088,vena cava sign
2089,meconium ileus
2090,pleural plaque
2091,pyelonephritis
2092,carcinosarcoma
2093,osteochondroma
2094,tropical ulcer
2095,crossover sign
2096,hyperinflation
2097,pseudarthrosis
2098,supinator sign
2099,pneumothoraces
2100,tram line sign
2101,hyperperfusion
2102,ependymal cyst
2103,cyclops lesion
2104,otitis externa
2105,thyroid cancer
2106,achondroplasia
2107,fibroelastosis
2108,mulberry stone
2109,ventral hernia
2110,pneumocephalus
2111,fluid disorder
2112,hemoperitoneum
2113,chondrosarcoma
2114,rhabdomyolysis
2115,bifida occulta
2116,Jones fracture
2117,fat deposition
2118,honeycomb lung
2119,decompensation
2120,ectopic tissue
2121,Kummel disease
2122,diverticulitis
2123,Kaposi sarcoma
2124,life buoy sign
2125,pilonidal cyst
2126,kyphoscoliosis
2127,dacryoadenitis
2128,tropical sprue
2129,Kimura disease
2130,cystic hygroma
2131,hydronephrosis
2132,enlarged liver
2133,angular margin
2134,arthrogryposis
2135,patella infera
2136,hyperlipidemia
2137,chondromalacia
2138,pneumoconiosis
2139,dromedary hump
2140,box-like heart
2141,telangiectasia
2142,gull wing sign
2143,cerebral palsy
2144,steal syndrome
2145,tumor embolism
2146,polka-dot sign
2147,acroosteolysis
2148,situs inversus
2149,cardiomyopathy
2150,Brodie abscess
2151,burst fracture
2152,dog's ear sign
2153,Tornwaldt cyst
2154,esophageal web
2155,echogenic halo
2156,incomplete rim
2157,Apert syndrome
2158,lacunar skull
2159,hydrocephalus
2160,neurosyphilis
2161,constellation
2162,Mandi disease
2163,linguine sign
2164,osteophytosis
2165,Hicks disease
2166,umbrella sign
2167,Cromlech sign
2168,diffuse spasm
2169,meniscal cyst
2170,jailbars sign
2171,bronchiolitis
2172,bathrocephaly
2173,fish vertebra
2174,displaced gas
2175,extravasation
2176,calcification
2177,aspergillosis
2178,thumbprinting
2179,stromal tumor
2180,shoulder sign
2181,breast cancer
2182,pelvic kidney
2183,Paget disease
2184,nose disorder
2185,cephalization
2186,septal defect
2187,ameloblastoma
2188,osteopetrosis
2189,lesion margin
2190,fat ring sign
2191,pineoblastoma
2192,spondylolysis
2193,intravasation
2194,bone disorder
2195,heart disease
2196,rhinoscleroma
2197,cockade image
2198,triangle sign
2199,osteoblastoma
2200,Grave disease
2201,cardiac shunt
2202,reversal sign
2203,adenolymphoma
2204,subependymoma
2205,gastric ulcer
2206,mediastinitis
2207,periarthritis
2208,parakeratosis
2209,infinity sign
2210,open fracture
2211,talc embolism
2212,osteonecrosis
2213,fat halo sign
2214,radiculopathy
2215,consolidation
2216,fibroelastoma
2217,Neuhaser sign
2218,sandwich sign
2219,sausage digit
2220,stump blowout
2221,cholecystitis
2222,myelofibrosis
2223,Spalding sign
2224,surgical scar
2225,irregular rim
2226,yin-yang sign
2227,tenosynovitis
2228,fragmentation
2229,labyrinthitis
2230,pleural fluid
2231,mallet finger
2232,perched facet
2233,heel pad sign
2234,malabsorption
2235,bone fragment
2236,low ADC value
2237,oxalate stone
2238,Sever disease
2239,Littre hernia
2240,flow disorder
2241,blighted ovum
2242,hiatal hernia
2243,trigger point
2244,Rett syndrome
2245,acrosclerosis
2246,ventriculitis
2247,heart failure
2248,appendicolith
2249,imperforation
2250,Schatzki ring
2251,tumor in vein
2252,ganglion cyst
2253,polyarteritis
2254,Burns disease
2255,cor pulmonale
2256,Ewing sarcoma
2257,growth arrest
2258,meconium plug
2259,paraganglioma
2260,dolicocephaly
2261,hyperaeration
2262,brachycephaly
2263,keyboard sign
2264,bear paw sign
2265,sialodochitis
2266,syndesmophyte
2267,gastroparesis
2268,ischemic core
2269,football sign
2270,lissencephaly
2271,pancake brain
2272,Crohn disease
2273,lymphadenitis
2274,lumbar hernia
2275,regurgitation
2276,rotoscoliosis
2277,doughnut sign
2278,Stierlin sign
2279,proliferation
2280,cholesteatoma
2281,spheroid sign
2282,opacification
2283,calcium stone
2284,histiocytosis
2285,skin invasion
2286,epicondylitis
2287,pin loosening
2288,scimitar sign
2289,angioblastoma
2290,smooth margin
2291,figure 3 sign
2292,Hoffa disease
2293,beaded ureter
2294,dens fracture
2295,synovial cyst
2296,ivory osteoma
2297,gangliocytoma
2298,hot nose sign
2299,levoscoliosis
2300,sialoblastoma
2301,arachnoiditis
2302,cystine stone
2303,cysticercosis
2304,os acetabulum
2305,crescent sign
2306,fixator break
2307,phantom calyx
2308,lollipop sign
2309,Fahr syndrome
2310,asterisk sign
2311,water density
2312,Milch disease
2313,dural ectasia
2314,angiokeratoma
2315,plagiocephaly
2316,renal failure
2317,iron overload
2318,ganglioglioma
2319,pedestal sign
2320,blood disease
2321,Golden S sign
2322,hypoperfusion
2323,hypoinflation
2324,neuroblastoma
2325,scaphocephaly
2326,osteomyelitis
2327,Brenner tumor
2328,astroblastoma
2329,endometriosis
2330,figure E sign
2331,flail leaflet
2332,moulage sign
2333,pseudoplaque
2334,hyperostosis
2335,mesothelioma
2336,ellipse sign
2337,infiltration
2338,lobster claw
2339,urachal sign
2340,colloid cyst
2341,air embolism
2342,peptic ulcer
2343,encephalitis
2344,imaging sign
2345,bow tie sign
2346,pancreatitis
2347,thick septae
2348,irregularity
2349,Lung-RADS 4B
2350,tuberculosis
2351,fat pad sign
2352,enthesophyte
2353,hypertension
2354,presbyphagia
2355,hypoglycemia
2356,polymyositis
2357,urolithiasis
2358,hyperlucency
2359,duct changes
2360,adamantinoma
2361,brain damage
2362,adenofibroma
2363,keyhole sign
2364,spina bifida
2365,fatty streak
2366,inspissation
2367,phantom sign
2368,hemarthrosis
2369,trumpet sign
2370,set of cysts
2371,epiglottitis
2372,fabella sign
2373,melanocytoma
2374,chondrolysis
2375,nasal glioma
