,name
2665,nervous system of perineum
2666,left mamillothalamic tract
2667,common interosseous artery
2668,annular ligament of radius
2669,leaflet of tricuspid valve
2670,left supraglenoid tubercle
2671,left accessory nerve tract
2672,external surface of ureter
2673,tendon of coracobrachialis
2674,lamina of Brodmann area 24
2675,external surface of uterus
2676,medial compartment of knee
2677,left first sacral ganglion
2678,tendon of left psoas major
2679,outer layer of endometrium
2680,lamina of Brodmann area 12
2681,nerve to oblique arytenoid
2682,head of right eleventh rib
2683,left eighth cervical nerve
2684,root of right radial nerve
2685,left scapular part of back
2686,simple cuboidal epithelium
2687,serosa of zone of duodenum
2688,temporal crest of mandible
2689,trunk of hypoglossal nerve
2690,segment of Brodmann area 8
2691,tendon of right temporalis
2692,segment of Brodmann area 1
2693,left vestibulospinal tract
2694,dorsal radioulnar ligament
2695,lamina of Brodmann area 28
2696,anterior surface of rectum
2697,brodmann area 23 of cuneus
2698,lamina of Brodmann area 14
2699,splenic part of lesser sac
2700,right sublentiform nucleus
2701,radiate layer of CA1 field
2702,segment of corpus callosum
2703,orifice of small intestine
2704,greater trochanteric bursa
2705,left perirenal fat capsule
2706,root of third lumbar nerve
2707,branch of trigeminal nerve
2708,arcuate nucleus of medulla
2709,anterosuperior iliac spine
2710,lamina of Brodmann area 43
2711,wall of left ureter proper
2712,l3 root of obturator nerve
2713,brodmann area 44 of insula
2714,lamina of Brodmann area 41
2715,nerve to transversus menti
2716,root of right sacral nerve
2717,synovial membrane of bursa
2718,patellar part of left knee
2719,rostral lobe of cerebellum
2720,nerve to right pyramidalis
2721,belly of lumbrical of hand
2722,c3 root of ansa cervicalis
2723,mucosa of zone of duodenum
2724,right anteromedial nucleus
2725,incisive suture of maxilla
2726,paramedian nucleus of pons
2727,diaphysis proper of fibula
2728,long descending vasa recta
2729,segment of Brodmann area 2
2730,metaphysis of right fibula
2731,nerve to tibialis anterior
2732,cardinal free limb segment
2733,inferior mesenteric artery
2734,left iliocostalis cervicis
2735,nerve to serratus anterior
2736,internal surface of rectum
2737,inframammary part of chest
2738,normal perilesional tissue
2739,epithelium proper of ileum
2740,left third sacral ganglion
2741,mesenteric border of ileum
2742,surface of right sartorius
2743,muscle body of teres minor
2744,left septofimbrial nucleus
2745,right frontomarginal gyrus
2746,lamina of Brodmann area 31
2747,surface of neck of scapula
2748,epiphysis of right humerus
2749,belly of right teres major
2750,isthmus of cingulate gyrus
2751,epithelium of uterine tube
2752,distal epiphysis of radius
2753,right fourth lumbar artery
2754,region of prostatic stroma
2755,distal metaphysis of tibia
2756,trunk of left radial nerve
2757,ileocolic lymphatic vessel
2758,left pontine nuclear group
2759,nerve to zygomaticus minor
2760,right hepatic biliary tree
2761,left infraglenoid tubercle
2762,left accessory short gyrus
2763,left hippocampal formation
2764,right primary motor cortex
2765,right fifth thoracic nerve
2766,suboccipital venous plexus
2767,left iliohypogastric nerve
2768,parenchyma of right kidney
2769,anterior interosseous vein
2770,inferior subscapular nerve
2771,circumflex coronary artery
2772,left gastroepiploic artery
2773,left inferior choroid vein
2774,infraclavicular lymph node
2775,secondary pulmonary lobule
2776,tendon of levator scapulae
2777,lamina of Brodmann area 30
2778,tendon of medial pterygoid
2779,lumen of right major calyx
2780,trunk of subscapular nerve
2781,branch of peripheral nerve
2782,branch of vestibular nerve
2783,left fifth sacral ganglion
2784,anterior perisplenic space
2785,tendon of right stylohyoid
2786,surface of cartilage organ
2787,diaphysis of left clavicle
2788,nerve to adductor pollicis
2789,cavity of fourth ventricle
2790,posterior surface of colon
2791,mesovarian margin of ovary
2792,left great auricular nerve
2793,left costoclavicular space
2794,precommissural hippocampus
2795,tendon of right brachialis
2796,segment of midbrain tectum
2797,flexor retinacula of ankle
2798,lamina propria of appendix
2799,dental alveoli of mandible
2800,nerve to adductor hallucis
2801,left third lumbar ganglion
2802,nerve to fibularis tertius
2803,wall of right hepatic duct
2804,segment of large intestine
2805,left anterior jugular vein
2806,left lesser palatine nerve
2807,superior mesenteric artery
2808,skin of medial part of leg
2809,zone of diaphysis of femur
2810,subdivision of red nucleus
2811,left polar temporal artery
2812,posterior cochlear nucleus
2813,middle cerebellar peduncle
2814,pancreatic lymphatic chain
2815,right core auditory cortex
2816,paracolic lymphatic vessel
2817,rectoprostatic compartment
2818,anterior vestibular artery
2819,left middle temporal gyrus
2820,superficial fascia of knee
2821,left common pulmonary vein
2822,brodmann area 17 of cuneus
2823,set of uriniferous tubules
2824,lateral longitudinal stria
2825,abdominal segment of trunk
2826,adventitia of organ region
2827,left medial pectoral nerve
2828,lateral mesencephalic vein
2829,dorsal ulnocarpal ligament
2830,trunk of left median nerve
2831,posterior segmental artery
2832,isthmus of eustachian tube
2833,nerve to zygomaticus major
2834,left first lumbar ganglion
2835,supravesical fossa (space)
2836,lamina of brodmann area 52
2837,orbital surface of maxilla
2838,glandular part of prostate
2839,right medial orbital gyrus
2840,trunk of right vagus nerve
2841,branch of autonomic plexus
2842,superior epigastric artery
2843,radiate layer of CA2 field
2844,left sacrogenital ligament
2845,skin of dorsal part of toe
2846,superficial peroneal nerve
2847,anatomical line of stomach
2848,right flexor carpi ulnaris
2849,external auditory aperture
2850,cervical part of esophagus
2851,lamina of Brodmann area 10
2852,posterior choroidal artery
2853,brodmann area 19 of cuneus
2854,adventitia of renal pelvis
2855,lamina of Brodmann area 23
2856,right mesencephalic artery
2857,tunica vaginalis of testis
2858,distal epiphysis of fibula
2859,surface of right pectineus
2860,mucosa of left minor calyx
2861,region of cortex of insula
2862,right ninth thoracic nerve
2863,supramammillary commissure
2864,anterior surface of cervix
2865,set of mesenteric arteries
2866,mylohyoid line of mandible
2867,distal tendon of popliteus
2868,internal surface of cervix
2869,subserosa of zone of ileum
2870,anterior cruciate ligament
2871,cranial leptomeningeal sac
2872,tectorial membrane of axis
2873,first dorsal digital nerve
2874,posterior segment of uncus
2875,brodmann area 30 of cuneus
2876,nerve to gemellus superior
2877,investing abdominal fascia
2878,parieto-occipital eminence
2879,lamina of Brodmann area 26
2880,medial collateral ligament
2881,descending palatine artery
2882,left supraclavicular nerve
2883,belly of adductor pollicis
2884,left inferior macular vein
2885,internal surface of ureter
2886,left superior macular vein
2887,lamina of Brodmann area 32
2888,segment of cingulate gyrus
2889,right longissimus cervicis
2890,gray matter of subthalamus
2891,serosa of fundus of uterus
2892,lamina of Brodmann area 45
2893,left lesser petrosal nerve
2894,inferior lingular bronchus
2895,lateral part of left thigh
2896,branch of ophthalmic nerve
2897,oblique popliteal ligament
2898,cartilage of left acromion
2899,retro-inguinal compartment
2900,anterolateral pontine vein
2901,left inferior orbital vein
2902,stratum zonale of thalamus
2903,superior cerebellar artery
2904,neural network of forehead
2905,epipial layer of pia mater
2906,trigeminal nuclear complex
2907,mesiopalatal cusp of tooth
2908,submucosa of pyloric canal
2909,root of fifth lumbar nerve
2910,upper esophageal sphincter
2911,tributary of cephalic vein
2912,root of ilioinguinal nerve
2913,neural network of perineum
2914,muscle body of levator ani
2915,pararectal lymphatic chain
2916,levator anguli oris muscle
2917,lamina of Brodmann area 17
2918,clavicular part of deltoid
2919,sternocleidomastoid region
2920,nasal part of frontal bone
2921,right lateral pontine vein
2922,wall of right renal pelvis
2923,lateral geniculate nucleus
2924,left dorsal acoustic stria
2925,postcaval lymphatic vessel
2926,nucleus of medial eminence
2927,left eighth thoracic nerve
2928,lacrimal margin of maxilla
2929,free margin of right ovary
2930,compartment of male pelvis
2931,mucosa of common bile duct
2932,neural network of pancreas
2933,segment of Brodmann area 6
2934,proximal epiphysis of ulna
2935,thoracolumbar spine region
2936,interscapular part of back
2937,left ovarian fossa (space)
2938,anatomical neck of humerus
2939,set of intercostal muscles
2940,stroma of lobe of prostate
2941,zygomaticotemporal foramen
2942,inferior thalamic peduncle
2943,lumbar intertransversarius
2944,short radiolunate ligament
2945,region of surface of ovary
2946,nerve to opponens pollicis
2947,alveus of left hippocampus
2948,floor of middle ear cavity
2949,left lateral part of chest
2950,posterior chamber of globe
2951,dorsal periolivary nucleus
2952,dorsal hypothalamic region
2953,medulla of uvula of vermis
2954,anorectal lymphatic vessel
2955,right temporal lobe proper
2956,serosa of transverse colon
2957,brodmann area 41 of insula
2958,anterior surface of kidney
2959,nerve to right iliacus (1)
2960,belly of lumbrical of foot
2961,principal anterior nucleus
2962,superficial femoral artery
2963,surface of large intestine
2964,lateral mammillary nucleus
2965,anterior paracentral gyrus
2966,anatomical line of eyeball
2967,lamina of Brodmann area 29
2968,tributary of axillary vein
2969,lateral condyle of humerus
2970,medial root of optic tract
2971,left brachial nerve plexus
2972,left parabigeminal nucleus
2973,dorsal intermediate sulcus
2974,brodmann area 47 of insula
2975,tunica albuginea of testis
2976,anterior semicircular duct
2977,retropharyngeal lymph node
2978,right semispinalis capitis
2979,nerve to left genioglossus
2980,tendon of spinalis capitis
2981,pelvic part of greater sac
2982,left subfascicular nucleus
2983,lateral segmental bronchus
2984,lymphatic vessel of pelvis
2985,infrascapular part of back
2986,motor root of facial nerve
2987,navicular fossa of urethra
2988,submucosa of sigmoid colon
2989,distal tendon of trapezius
2990,right half of hypothalamus
2991,left pubocervical ligament
2992,posterior ethmoidal artery
2993,left medial umbilical fold
2994,triquetrocapitate ligament
2995,tributary of brachial vein
2996,lamina of Brodmann area 25
2997,nerve to quadratus femoris
2998,right second lumbar artery
2999,left occipital pole proper
3000,areola of left male breast
3001,gray matter of right uncus
3002,neural network of left leg
3003,left lumbar lymphatic tree
3004,subdivision of ulnar bursa
3005,pericardiacophrenic artery
3006,lamina of Brodmann area 36
3007,l2 root of obturator nerve
3008,tendon of fibularis longus
3009,left lateral orbital gyrus
3010,external surface of rectum
3011,central oculomotor nucleus
3012,tendon of vastus lateralis
3013,right sixth thoracic nerve
3014,fascia of individual organ
3015,basal layer of endometrium
3016,frontal process of maxilla
3017,stem of left temporal lobe
3018,belly of right teres minor
3019,left lateral pes lemniscus
3020,distal metaphysis of femur
3021,right scleral venous sinus
3022,cortex of left limbic lobe
3023,branch of ciliary ganglion
3024,zone of vastus intermedius
3025,left lacrimal nerve proper
3026,lumen of fundus of stomach
3027,right deep cervical artery
3028,capitulum of right humerus
3029,adventitia of right ureter
3030,anterior part of left knee
3031,base of dorsal gray column
3032,right deep brachial artery
3033,left cuneocerebellar tract
3034,right subcuneiform nucleus
3035,pons segment of dura mater
3036,lateral process of malleus
3037,precentral cerebellar vein
3038,anterior thalamic peduncle
3039,distopalatal cusp of tooth
3040,alveolar yokes of mandible
3041,inferior mediastinal space
3042,right anterodorsal nucleus
3043,visceral surface of spleen
3044,lamina of Brodmann area 40
3045,gray matter of spinal cord
3046,uterine extremity of ovary
3047,right parietal lobe proper
3048,root of third sacral nerve
3049,nerve to intercarpal joint
3050,set of glands of bile duct
3051,peduncle of superior olive
3052,brodmann area 45 of insula
3053,subdivision of nasopharynx
3054,systemic venous tree organ
3055,ganglionic layer of retina
3056,left lateral brachial vein
3057,posterior surface of liver
3058,lamina of Brodmann area 35
3059,left anterior ciliary vein
3060,rootlet of coccygeal nerve
3061,anatomical boundary entity
3062,dense endoabdominal fascia
3063,lamina of Brodmann area 39
3064,tertiary follicle of ovary
3065,right olivocochlear bundle
3066,set of long ciliary nerves
3067,left inferior rectal nerve
3068,right thoracodorsal artery
3069,medial pericuneate nucleus
3070,distal zone of teres minor
3071,region of cortex of kidney
3072,cervical sympathetic trunk
3073,median thyrohyoid ligament
3074,rostrum of corpus callosum
3075,pre-aortic lymphatic chain
3076,nerve to articularis genus
3077,lumen of right minor calyx
3078,branch of masseteric nerve
3079,third dorsal digital nerve
3080,peripheral auditory cortex
3081,muscle body of teres major
3082,right supratrochlear nerve
3083,mucosa of left major calyx
3084,neuroglial network of pons
3085,lamina of brodmann area 50
3086,anterior nerve root artery
3087,interlobular vein of liver
3088,perionychium of fingernail
3089,cubital tunnel retinaculum
3090,brodmann area 31 of cuneus
3091,white matter of left uncus
3092,commissure of labium majus
3093,right thyrocervical artery
3094,left dorsal scapular nerve
3095,left interlobar lymph node
3096,lateral frontobasal artery
3097,rhomboid fossa of clavicle
3098,neural network of left eye
3099,surface of body of stomach
3100,left supracalcarine cortex
3101,nail bed proper of big toe
3102,right first cervical nerve
3103,mesenteric lymphatic chain
3104,cavity of right hemithorax
3105,palatine groove of maxilla
3106,inferior surface of tongue
3107,lumen of pancreatic acinus
3108,right fifth cervical nerve
3109,left musculophrenic artery
3110,superior mediastinal space
3111,lamina of Brodmann area 47
3112,right infrascapular artery
3113,anteroinferior iliac spine
3114,nerve to right teres major
3115,segment of cerebellar lobe
3116,lateral ligament of rectum
3117,right medial plantar nerve
3118,superior lingular bronchus
3119,segment of Brodmann area 3
3120,articular part of acromion
3121,right first thoracic nerve
3122,simple columnar epithelium
3123,lamina of Brodmann area 21
3124,tendon of left psoas minor
3125,right interpeduncular vein
3126,right common fibular nerve
3127,skin of sole of right foot
3128,lacrimal groove of maxilla
3129,diaphysis of right humerus
3130,renal branch of left vagus
3131,set of spinogracile fibers
3132,right patellofemoral joint
3133,nerve to right sternohyoid
3134,set of male pelvic viscera
3135,tendon of left teres minor
3136,anterior ligament of pinna
3137,deep branch of ulnar nerve
3138,arcuate popliteal ligament
3139,lamina of Brodmann area 22
3140,tendon of right subclavius
3141,mucosa of segment of colon
3142,left trochlear nerve tract
3143,belly of adductor hallucis
3144,muscle of vertebral column
3145,medial epicondyle of femur
3146,superior thalamic peduncle
3147,nerve to right wrist joint
3148,right suprascapular artery
3149,inferior suprarenal artery
3150,mamillothalamic fasciculus
3151,right cardiophrenic sulcus
3152,right uterosacral ligament
3153,corpus luteum of pregnancy
3154,superior subscapular nerve
3155,superior belly of omohyoid
3156,nerve to right ankle joint
3157,sympathetic nervous system
3158,internal surface of uterus
3159,ostium of common bile duct
3160,peripheral skeletal system
3161,right middle temporal vein
3162,deep nerve to right soleus
3163,tendon of left pyramidalis
3164,surface of triceps brachii
3165,nerve to right hypoglossus
3166,mesiolingual root of tooth
3167,artery of foramen rotundum
3168,ventral oculomotor nucleus
3169,trunk of left tibial nerve
3170,lamina of Brodmann area 27
3171,right retromandibular vein
3172,segment of filum terminale
3173,segment of abdominal aorta
3174,labial commissure of mouth
3175,ligament of subtalar joint
3176,peduncular nucleus of pons
3177,zone of subarachnoid space
3178,lamina of Brodmann area 13
3179,greater horn of hyoid bone
3180,intertransversarius muscle
3181,nail bed of left third toe
3182,zone of superficial fascia
3183,lower esophageal sphincter
3184,root of first sacral nerve
3185,brodmann area 18 of cuneus
3186,surface of ascending colon
3187,lamina of Brodmann area 18
3188,left oral pulvinar nucleus
3189,lumen of left renal pelvis
3190,quadrate ligament of elbow
3191,lamina of Brodmann area 11
3192,renal lobe of right kidney
3193,anterior surface of uterus
3194,transverse process of axis
3195,surface of urinary bladder
3196,zone of quadriceps femoris
3197,surface of body of scapula
3198,branch of occipital artery
3199,left superior choroid vein
3200,right sixth cervical nerve
3201,branch of oculomotor nerve
3202,cardiac orifice of stomach
3203,subclavian lymphatic trunk
3204,left interscalene triangle
3205,lamina of cortex of insula
3206,lamina of Brodmann area 15
3207,left colic lymphatic chain
3208,lamina of Brodmann area 34
3209,nerve to left antitragicus
3210,right costocervical artery
3211,sternocleidomastoid muscle
3212,left second cervical nerve
3213,left dorsal septal nucleus
3214,subdivision of body proper
3215,right medial brachial vein
3216,left fourth thoracic nerve
3217,right female breast proper
3218,left dorsal nerve of penis
3219,proximal circumflex artery
3220,tendon of superior oblique
3221,zone of diaphysis of tibia
3222,lamina of Brodmann area 42
3223,lateral semicircular canal
3224,inferior pancreatic artery
3225,mesiolingual cusp of tooth
3226,articular facet of patella
3227,medial part of right thigh
3228,prominence of facial canal
3229,proximal phalanx of finger
3230,gray matter of epithalamus
3231,posterior prostatic fascia
3232,orifice of large intestine
3233,anterior mediastinal space
3234,eponychium of left big toe
3235,laryngeal cartilage proper
3236,trunk of right ulnar nerve
3237,eleventh thoracic vertebra
3238,right central retinal vein
3239,region of surface of liver
3240,neural tissue of forebrain
3241,mucosa of duodenal ampulla
3242,distolingual cusp of tooth
3243,branch of ileocolic artery
3244,left intracalcarine cortex
3245,left thoraco-acromial vein
3246,nerve to radio-ulnar joint
3247,cavity of fundus of uterus
3248,region of wall of duodenum
3249,posterior auricular groove
3250,posterior osteomeatal unit
3251,proximal tendon of deltoid
3252,head of left gastrocnemius
3253,root of first lumbar nerve
3254,nerve to left carpal joint
3255,right sphenoethmoid recess
3256,neural network of prostate
3257,left substantia innominata
3258,vasculature of spinal cord
3259,lamina of Brodmann area 44
3260,segment of cingulum bundle
3261,lumen of cardia of stomach
3262,region of ejaculatory duct
3263,thoracic sympathetic trunk
3264,lamina of Brodmann area 16
3265,transverse ridge of sacrum
3266,right supra-orbital artery
3267,left supratrochlear artery
3268,central amygdaloid nucleus
3269,nerve to right iliacus (2)
3270,medial longitudinal striae
3271,right medial pes lemniscus
3272,inferior cervical ganglion
3273,dorsal compartment of foot
3274,communicating nerve branch
3275,white matter of cerebellum
3276,branch of vertebral artery
3277,lamina of brodmann area 49
3278,lamina of Brodmann area 38
3279,lamina of Brodmann area 46
3280,lamina of Brodmann area 19
3281,lamina of Brodmann area 20
3282,right medial frontal gyrus
3283,pelvic parietal peritoneum
3284,posterior fornix of vagina
3285,posterior wall of duodenum
3286,lamina of Brodmann area 33
3287,lateral palpebral ligament
3288,proximal end of left femur
3289,subserosa of pyloric canal
3290,distal tendon of sartorius
3291,right abducens nerve tract
3292,root of left femoral nerve
3293,right tonsil of cerebellum
3294,right tenth thoracic nerve
3295,surface of ileocecal valve
3296,longitudinal pontine tract
3297,l4 root of obturator nerve
3298,right longissimus thoracis
3299,root of fifth sacral nerve
3300,set of cranial nerve roots
3301,region of surface of tooth
3302,brodmann area 22 of insula
3303,nipple of left male breast
3304,segment of Brodmann area 5
3305,posterior surface of cecum
3306,distal zone of teres major
3307,lamina of Brodmann area 37
3308,renal impression of spleen
3309,tributary of sigmoid sinus
3310,surface of back of abdomen
3311,subserosa of sigmoid colon
3312,commissure of diencephalon
3313,segment of cortex of gyrus
3314,right pulmonic vein recess
3315,right segmental lymph node
3316,eleventh thoracic ganglion
3317,palmar ulnocarpal ligament
3318,right external nasal nerve
3319,trunk of intercostal nerve
3320,lamina propria of duodenum
3321,nerve to gemellus inferior
3322,left lobe of thyroid gland
3323,cardiac notch of left lung
3324,annular ligament of stapes
3325,middle short insular gyrus
3326,mesentericoparietal recess
3327,visceral pelvic peritoneum
3328,simple squamous epithelium
3329,left gastric artery proper
3330,left iliocostalis lumborum
3331,posterior triangle of neck
3332,right dorsal scapular vein
3333,superior border of scapula
3334,superior posterior fissure
3335,left middle macular artery
3336,tendon of inferior oblique
3337,brodmann area 40 of insula
3338,right infratrochlear nerve
3339,left anteroventral nucleus
3340,anterior olfactory nucleus
3341,distal prostatic sphincter
3342,left third occipital nerve
3343,superficial perineal space
3344,left extraperitoneal space
3345,lateral part of right knee
3346,lumen of left hepatic duct
3347,transverse palatine suture
3348,adventitia of biliary tree
3349,mesovarian border of ovary
3350,intertragic notch of pinna
3351,inferior epigastric artery
3352,inferior belly of omohyoid
3353,right side of female chest
3354,lumen of left uterine tube
3355,pupillary membrane of iris
3356,right semimembranous bursa
3357,right intercollicular vein
3358,external surface of cervix
3359,set of major renal calyces
3360,superior division bronchus
3361,loose endoabdominal fascia
3362,nerve to right psoas minor
3363,intermediate orbital gyrus
3364,lumbar intervertebral disk
3365,parietal pelvic peritoneum
3366,intestinal villus of ileum
3367,set of left renal pyramids
3368,right bulbo-urethral gland
3369,orifice of pancreatic duct
3370,brodmann area 13 of insula
3371,nerve to right teres minor
3372,left parahippocampal gyrus
3373,mucosa of region of ureter
3374,right frontal diploic vein
3375,long ciliary nerve to iris
3376,set of minor renal calyces
3377,right middle frontal gyrus
3378,vasculature of gallbladder
3379,left medial inguinal fossa
3380,right middle lobe bronchus
3381,serosa of descending colon
3382,notch for ligamentum teres
3383,lateral membranous ampulla
3384,colic impression of spleen
3385,segment of Brodmann area 9
3386,radioscapholunate ligament
3387,left lateral plantar nerve
3388,branch of maxillary artery
3389,distal zone of left soleus
3390,left precommissural fornix
3391,segment of Brodmann area 7
3392,left lateral thoracic wall
3393,posterior process of talus
3394,tendon of left teres major
3395,posterior femoral recesses
3396,left olivocerebellar tract
3397,left gastropancreatic fold
3398,posterior meningeal artery
3399,superior cervical ganglion
3400,plantar nail matrix of toe
3401,eleventh intercostal nerve
3402,left dentatothalamic tract
3403,segment of gyrus of insula
3404,left second thoracic nerve
3405,right third thoracic nerve
3406,lateral compartment of leg
3407,metaphysis of right radius
3408,trunk of left mental nerve
3409,branch of subcostal artery
3410,segmental pulmonary artery
3411,segment of systemic artery
3412,left thalamotuberal artery
3413,left occipital lobe proper
3414,right third cervical nerve
3415,serosa of duodenal ampulla
3416,head region of muscle body
3417,neuronal component of pons
3418,posterior palpebral margin
3419,fissure ligamentum venosum
3420,tendon of right piriformis
3421,longitudinal pontine fiber
3422,female anterior chest wall
3423,peduncle of left flocculus
3424,mucosa of transverse colon
3425,trunk of right sural nerve
3426,intestinal lymphatic trunk
3427,material anatomical entity
3428,posterior lobe of prostate
3429,surface of adductor longus
3430,nerve to temporoparietalis
3431,segment of Brodmann area 4
3432,proximal convoluted tubule
3433,posterior lobule of insula
3434,root of anococcygeal nerve
3435,anatomical line of humerus
3436,lesser trochanter of femur
3437,intercarpal wrist ligament
3438,nerve to right iliacus (n)
3439,layer of tympanic membrane
3440,nucleus of accessory nerve
3441,superior ligament of incus
3442,wall of pancreatic ductule
3443,left fourth cervical nerve
3444,left semispinalis thoracis
3445,thoraco-abdominal junction
3446,nerve to right psoas major
3447,circumflex scapular artery
3448,diaphysis proper of radius
3449,surface of scalenus medius
3450,extraconal space of orbit
3451,left temporal lobe proper
3452,left middle frontal gyrus
3453,lumen of cervix of uterus
3454,right paracentral nucleus
3455,lamina of Brodmann area 7
3456,ulnar collateral ligament
3457,lower quadrant of abdomen
3458,set of levatores costarum
3459,region of lens fiber mass
3460,wall of left hepatic duct
3461,twelfth thoracic ganglion
3462,right supramarginal gyrus
3463,right mammillary peduncle
3464,ileocolic lymphatic chain
3465,tendon of triceps brachii
3466,vertical muscle of tongue
3467,medial oculomotor nucleus
3468,lateral hypothalamic area
3469,left deep brachial artery
3470,smooth muscle fiber group
3471,right first lumbar artery
3472,mixed communicating ramus
3473,lumen of lymphatic vessel
3474,set of subscapular nerves
3475,sheath of styloid process
3476,right longissimus capitis
3477,ascending palatine artery
3478,trunk of left ulnar nerve
3479,intraconal space of orbit
3480,accessory cuneate nucleus
3481,nerve to right piriformis
3482,right corticotectal tract
3483,dental alveoli of maxilla
3484,left second lumbar artery
3485,nerve to left ankle joint
3486,zone of hyoglossus muscle
3487,segment of arterial trunk
3488,white matter of hindbrain
3489,left infrascapular artery
3490,seventh intercostal nerve
3491,trunk of vestibular nerve
3492,belly of left teres minor
3493,midcolic lymphatic vessel
3494,vasculature of serous sac
3495,cervical part of detrusor
3496,trunk of sublingual nerve
3497,processus cochleariformis
3498,popliteomeniscal fascicle
3499,deep peroneal retinaculum
3500,mucosa of region of ileum
3501,rootlet of cervical nerve
3502,bona fide anatomical line
3503,portion of amniotic fluid
3504,c2 branch to longus colli
3505,supraorbital nerve proper
3506,s3 root of pudendal nerve
3507,right vagus nerve nucleus
3508,superficial cerebral vein
3509,superior surface of liver
3510,posterior wall of stomach
3511,nerve to fibularis brevis
3512,root of left sacral nerve
3513,lumen of descending colon
3514,region of organ component
3515,surface of left pectineus
3516,lateral semicircular duct
3517,set of spinotectal fibers
3518,thalamoperforating artery
3519,nerve to thoracic rotator
3520,superficial temporal vein
3521,lacrimal notch of maxilla
3522,inferior margin of spleen
3523,tendon of shoulder girdle
3524,glossopharyngeal ganglion
3525,distal tendon of gracilis
3526,episcleral space of orbit
3527,superior salivary nucleus
3528,nutrient artery of radius
3529,subserosa of uterine tube
3530,anterior lobe of prostate
3531,right vestibular ganglion
3532,inferior pulvinar nucleus
3533,left anterodorsal nucleus
3534,region of wall of stomach
3535,tendon of brachioradialis
3536,lamina of Brodmann area 3
3537,c6 branch to longus colli
3538,brodmann area 38 of uncus
3539,white matter of forebrain
3540,left sublentiform nucleus
3541,serosa of zone of jejunum
3542,region of auditory cortex
3543,nerve to inferior oblique
3544,middle constrictor muscle
3545,nerve to ciliary ganglion
3546,tendon of adductor longus
3547,wall of lateral ventricle
3548,mesiobuccal cusp of tooth
3549,ventral tegmental nucleus
3550,brodmann area 28 of uncus
3551,tendon of right supinator
3552,posterior tympanic artery
3553,right pes anserinus bursa
3554,serosa of urinary bladder
3555,set of pulmonary arteries
3556,left ninth thoracic nerve
3557,anterior intercostal vein
3558,trochlea of right humerus
3559,left common fibular nerve
3560,posterior cerebral artery
3561,branch of sacral ganglion
3562,body of lateral ventricle
3563,tendon of superior rectus
3564,gastroesophageal junction
3565,lateral tectobulbar tract
3566,nerve to extensor indicis
3567,transverse cervical nerve
3568,metaphysis of right tibia
3569,neural network of abdomen
3570,fimbria of fallopian tube
3571,lamina of cerebral cortex
3572,alveolar yokes of maxilla
3573,ampulla of fallopian tube
3574,right pisohamate ligament
3575,right trigeminal ganglion
3576,adventitia of cystic duct
3577,left core auditory cortex
3578,superior medullary lamina
3579,trunk of masseteric nerve
3580,surface of zone of uterus
3581,vastus intermedius proper
3582,wall of pancreatic acinus
3583,right third lumbar artery
3584,vasculature of right knee
3585,diaphysis proper of femur
3586,dorsal tubercle of radius
3587,right costophrenic sulcus
3588,deltoid ligament of ankle
3589,retrodorsolateral nucleus
3590,mucosal gland of prostate
3591,oriens layer of CA1 field
3592,superior ileocecal recess
3593,right second sacral nerve
3594,renal lobe of left kidney
3595,cavity of urinary bladder
3596,left dorsal scapular vein
3597,claustral amygdaloid area
3598,volar radioulnar ligament
3599,set of intercostal nerves
3600,trunk of left vagus nerve
3601,bone in distal carpal row
3602,free margin of epiglottis
3603,lamina of Brodmann area 4
3604,tendon of right popliteus
3605,belly of internal oblique
3606,right fifth lumbar artery
3607,zone of medulla oblongata
3608,nucleus of solitary tract
3609,nucleus of abducens nerve
3610,lymph node of body proper
3611,anterior triangle of neck
3612,set of sympathetic trunks
3613,nucleus of pudendal nerve
3614,right supracallosal gyrus
3615,left flexor carpi ulnaris
3616,lamina propria of pylorus
3617,medial vestibular nucleus
3618,ascending cervical artery
3619,set of olivospinal fibers
3620,branch of saphenous nerve
3621,optic nerve-tract complex
3622,deep middle cerebral vein
3623,lateral cervical ligament
3624,white matter of precuneus
3625,articular part of patella
3626,costal surface of scapula
3627,left tonsil of cerebellum
3628,vasculature of organ part
3629,fissura antitragohelicina
3630,internal zone of prostate
3631,nerve to latissimus dorsi
3632,left uterosacral ligament
3633,submucosa of biliary tree
3634,subserosa of organ region
3635,anterior prostatic fascia
3636,right carotid sinus nerve
3637,terminal notch of auricle
3638,nucleus of pretectal area
3639,tendon of left stylohyoid
3640,left longissimus thoracis
3641,supplemental motor cortex
3642,circular fold of duodenum
3643,left bulbo-urethral gland
3644,trunk of peripheral nerve
3645,paired dural venous sinus
3646,lateral posterior nucleus
3647,right jugular venous arch
3648,right iliac fascia proper
3649,serosa of body of stomach
3650,distal epiphysis of tibia
3651,muscle of pectoral girdle
3652,branch of zygomatic nerve
3653,anterior lobule of insula
3654,anteromedian pontine vein
3655,intestinal lymphatic tree
3656,zone of tympanic membrane
3657,groove for marginal sinus
3658,posterior auricular nerve
3659,right thoracodorsal nerve
3660,left intercollicular vein
3661,vestibulocerebellar tract
3662,canal for eustachian tube
3663,head of right seventh rib
3664,neural network of deltoid
3665,left costocervical artery
3666,region of visceral pleura
3667,mucosa of urinary bladder
3668,c3 branch to longus colli
3669,trapeziotrapezoidal joint
3670,nerve to subcostal muscle
